Zimbabwe,Elton Chigumbura,32,Allrounder,Right-hand bat,Right-arm fast-medium,53,52,9,82354*,19.13,579,142.14,0,3,5848,53,21,276,427,16,4/31,4/31,26.68,9.28,17.2
Zimbabwe,Tendai Chisoro,30,Bowler,Left-hand bat,Left-arm fast-medium, Slow left-arm orthodox,12,6,2,4014*,10.00,42,95.23,0,0,22,12,12,276,316,12,3/17,3/17,26.33,6.86,23.0
Zimbabwe,Graeme Cremer,32,Bowler,Right-hand bat,Legbreak googly,29,19,6,6817,5.23,102,66.66,0,0,20,29,28,570,660,35,3/11,3/11,18.85,6.94,16.2
Zimbabwe,Kyle Jarvis,29,Bowler,Right-hand bat,Right-arm fast-medium,14,7,2,109*,2.00,28,35.71,0,0,00,14,14,287,391,17,3/15,3/15,23.00,8.17,16.8
Zimbabwe,Luke Jongwe,23,Bowler,Right-hand bat,Right-arm fast-medium,8,7,0,6034,8.57,65,92.30,0,0,41,8,7,128,211,7,2/24,2/24,30.14,9.89,18.2
Zimbabwe,Neville Madziva,27,Allrounder,Right-hand bat,Right-arm medium-fast,9,7,4,6028*,20.00,50,120.00,0,0,43,9,9,187,279,8,4/34,4/34,34.87,8.95,23.3
Zimbabwe,Timycen Maruma,30,Top-order batsman,Right-hand bat,Legbreak googly,10,10,4,8623*,14.33,83,103.61,0,0,63,10,2,18,20,1,1/8,1/8,20.00,6.66,18.0
Zimbabwe,Hamilton Masakadza,35,Top-order batsman,Right-hand bat,Right-arm medium,58,58,2,151693*,27.07,1295,117.06,0,10,13958,58,9,72,113,2,1/4,1/4,56.50,9.41,36.0
Zimbabwe,Wellington Masakadza,25,Bowler,Left-hand bat,Slow left-arm orthodox,9,6,3,256*,8.33,30,83.33,0,0,20,9,9,198,259,10,4/28,4/28,25.90,7.84,19.8
Zimbabwe,Brandon Mavuta,21,Allrounder,Right-hand bat,Legbreak,3,3,2,4128,41.00,23,178.26,0,0,32,3,3,72,81,2,1/19,1/19,40.50,6.75,36.0
Zimbabwe,Solomon Mire,29,Batsman,Right-hand bat,Right-arm medium-fast,7,7,0,24994,35.57,192,129.68,0,2,2213,7,4,48,82,1,1/15,1/15,82.00,10.25,48.0
Zimbabwe,Peter Moor,27,Middle-order batsman,Right-hand bat,Right-arm offbreak,16,14,3,23844,21.63,195,122.05,0,0,1116,16,-,-,-,-,-,-,-,-,-
Zimbabwe,Chris Mpofu,32,Bowler,Right-hand bat,Right-arm fast-medium,24,7,4,166*,5.33,30,53.33,0,0,01,24,24,515,755,20,3/16,3/16,37.75,8.79,25.7
Zimbabwe,Tarisai Musakanda,24,_,Right-hand bat,Right-arm medium, Right-arm slow-medium,6,6,0,9843,16.33,80,122.50,0,0,72,6,-,-,-,-,-,-,-,-,-
Zimbabwe,Tinotenda Mutombodzi,27,Allrounder,Right-hand bat,Legbreak googly,5,5,1,1812*,4.50,24,75.00,0,0,10,5,3,60,81,2,2/28,2/28,40.50,8.10,30.0
Zimbabwe,Richmond Mutumbami,29,Wicketkeeper batsman,Right-hand bat,Right-arm offbreak,14,14,3,17343,15.72,168,102.97,0,0,118,14,-,-,-,-,-,-,-,-,-
Zimbabwe,Blessing Muzarabani,22,Bowler,Right-hand bat,Right-arm fast-medium,6,3,2,11*,1.00,5,20.00,0,0,00,6,6,144,220,9,3/21,3/21,24.44,9.16,16.0
Zimbabwe,Taurai Muzarabani,31,Bowler,Right-hand bat,Right-arm fast-medium,9,1,1,00*,-,2,0.00,0,0,00,9,9,180,280,6,2/31,2/31,46.66,9.33,30.0
Zimbabwe,John Nyumbu,33,Bowler,Right-hand bat,Right-arm offbreak,2,2,2,76*,-,11,63.63,0,0,10,2,2,36,76,0,-,-,-,12.66,-
Zimbabwe,Tinashe Panyangara,33,Bowler,Right-hand bat,Right-arm fast-medium,14,5,4,2317*,23.00,17,135.29,0,0,12,14,14,303,398,20,4/37,4/37,19.90,7.88,15.1
Zimbabwe,Vusi Sibanda,35,Opening batsman,Right-hand bat,Right-arm medium, Right-arm offbreak,26,26,1,51159,20.44,503,101.59,0,1,5211,26,-,-,-,-,-,-,-,-,-
Zimbabwe,Sikandar Raza,32,Batting allrounder,Right-hand bat,Right-arm offbreak,28,27,0,38259,14.14,357,107.00,0,1,337,28,19,222,308,9,2/7,2/7,34.22,8.32,24.6
Zimbabwe,Brendan Taylor,32,Wicketkeeper batsman,Right-hand bat,Right-arm offbreak,30,30,5,66075*,26.40,565,116.81,0,5,5818,30,2,30,17,1,1/16,1/16,17.00,3.40,30.0
Zimbabwe,Donald Tiripano,30,Bowler,Right-hand bat,Right-arm fast-medium,9,5,2,1511*,5.00,22,68.18,0,0,01,9,9,195,245,11,3/20,3/20,22.27,7.53,17.7
Zimbabwe,Malcolm Waller,34,Batsman,Right-hand bat,Right-arm offbreak,32,31,8,61368,26.65,443,138.37,0,1,4228,32,3,30,42,0,-,-,-,8.40,-
Zimbabwe,Sean Williams,32,Middle-order batsman,Left-hand bat,Slow left-arm orthodox,26,26,2,56358*,23.45,459,122.65,0,3,5211,26,25,486,585,19,3/15,3/15,30.78,7.22,25.5
Zimbabwe,Cephas Zhuwao,33,Batsman,Left-hand bat,Slow left-arm orthodox,7,7,0,4824,6.85,66,72.72,0,0,71,7,1,2,1,1,1/1,1/1,1.00,3.00,2.0
Afghanistan,Afsar Zazai,25,Wicketkeeper batsman,Right-hand bat,_,1,1,0,99,9.00,21,42.85,0,0,00,1,-,-,-,-,-,-,-,-,-
Afghanistan,Aftab Alam,25,Bowler,Right-hand bat,Right-arm medium-fast,12,5,3,21*,1.00,9,22.22,0,0,00,12,12,245,324,11,2/23,2/23,29.45,7.93,22.2
Afghanistan,Amir Hamza,27,Bowler,Right-hand bat,Slow left-arm orthodox,31,9,5,4021,10.00,38,105.26,0,0,31,31,31,636,716,29,3/39,3/39,24.68,6.75,21.9
Afghanistan,Asghar Afghan,30,Middle-order batsman,Right-hand bat,Right-arm medium-fast,56,51,4,103162,21.93,966,106.72,0,3,6052,56,1,4,4,1,1/4,1/4,4.00,6.00,4.0
Afghanistan,Dawlat Zadran,30,Bowler,Right-hand bat,Right-arm fast-medium,33,16,7,6813,7.55,42,161.90,0,0,46,33,33,720,953,39,4/44,4/44,24.43,7.94,18.4
Afghanistan,Fareed Ahmad,24,Bowler,Left-hand bat,Left-arm fast-medium,9,-,-,--,-,-,-,-,-,--,9,9,198,241,13,3/35,3/35,18.53,7.30,15.2
Afghanistan,Gulbadin Naib,27,Bowler,Right-hand bat,Right-arm medium-fast,38,31,9,43256*,19.63,357,121.00,0,1,3120,38,21,264,394,9,2/24,2/24,43.77,8.95,29.3
Afghanistan,Hamid Hassan,31,Bowler,Right-hand bat,Right-arm fast,22,9,6,5022,16.66,46,108.69,0,0,32,22,22,478,523,32,4/22,4/22,16.34,6.56,14.9
Afghanistan,Hazratullah Zazai,20,Opening batsman,Left-hand bat,Slow left-arm orthodox,3,3,0,17482,58.00,111,156.75,0,2,1513,3,-,-,-,-,-,-,-,-,-
Afghanistan,Javed Ahmadi,26,Top-order batsman,Right-hand bat,Right-arm offbreak,3,2,0,66,3.00,7,85.71,0,0,10,3,-,-,-,-,-,-,-,-,-
Afghanistan,Karim Janat,20,Bowling allrounder,Right-hand bat,Right-arm medium,14,8,1,10925,15.57,103,105.82,0,0,66,14,14,294,424,15,3/24,3/24,28.26,8.65,19.6
Afghanistan,Karim Sadiq,34,Opening batsman,Right-hand bat,Right-arm offbreak,36,36,0,53872,14.94,493,109.12,0,1,6110,36,28,420,482,14,3/17,3/17,34.42,6.88,30.0
Afghanistan,Mirwais Ashraf,30,Bowler,Right-hand bat,Right-arm fast-medium,25,19,8,12828*,11.63,115,111.30,0,0,58,25,22,392,444,14,2/6,2/6,31.71,6.79,28.0
Afghanistan,Mohammad Nabi,33,Allrounder,Right-hand bat,Right-arm offbreak,65,60,9,101489,19.88,719,141.02,0,2,6656,65,65,1366,1625,67,4/10,4/10,24.25,7.13,20.3
Afghanistan,Mohammad Shahzad,30,Wicketkeeper batsman,Right-hand bat,_,65,65,3,1936118*,31.22,1436,134.81,1,12,21872,65,-,-,-,-,-,-,-,-,-
Afghanistan,Mujeeb Ur Rahman,17,Bowler,Right-hand bat,Right-arm offbreak,7,2,2,00*,-,0,-,0,0,00,7,7,162,137,9,3/17,3/17,15.22,5.07,18.0
Afghanistan,Najeeb Tarakai,27,Opening batsman,Right-hand bat,Right-arm offbreak,9,9,0,21690,24.00,166,130.12,0,1,1910,9,-,-,-,-,-,-,-,-,-
Afghanistan,Najibullah Zadran,25,Middle-order batsman,Left-hand bat,Right-arm offbreak,47,38,14,71160*,29.62,496,143.34,0,2,4637,47,-,-,-,-,-,-,-,-,-
Afghanistan,Mohammad Nasim Baras,25,Bowler,Left-hand bat,Slow left-arm orthodox,3,1,0,11,1.00,2,50.00,0,0,00,3,3,48,56,2,1/11,1/11,28.00,7.00,24.0
Afghanistan,Nawroz Mangal,34,Top-order batsman,Right-hand bat,Right-arm offbreak,32,32,4,50565*,18.03,453,111.47,0,2,4219,32,6,60,80,4,3/23,3/23,20.00,8.00,15.0
Afghanistan,Noor Ali Zadran,30,Opening batsman,Right-hand bat,Right-arm medium-fast,20,20,1,50663,26.63,497,101.81,0,3,456,20,-,-,-,-,-,-,-,-,-
Afghanistan,Rashid Khan,20,Bowler,Right-hand bat,Legbreak googly,35,16,7,11633,12.88,92,126.08,0,0,88,35,35,792,794,64,5/3,5/3,12.40,6.01,12.3
Afghanistan,Rokhan Barakzai,29,Bowler,Left-hand bat,Slow left-arm orthodox,3,-,-,--,-,-,-,-,-,--,3,3,60,75,6,2/21,2/21,12.50,7.50,10.0
Afghanistan,Samiullah Shinwari,30,Allrounder,Right-hand bat,Legbreak,60,54,10,96861,22.00,810,119.50,0,2,7037,60,37,622,660,28,5/13,5/13,23.57,6.36,22.2
Afghanistan,Sayed Shirzad,24,Bowler,Left-hand bat,Left-arm medium,3,1,0,11,1.00,2,50.00,0,0,00,3,3,66,74,7,3/16,3/16,10.57,6.72,9.4
Afghanistan,Shafiqullah,29,Wicketkeeper batsman,Right-hand bat,_,41,38,11,43651*,16.14,300,145.33,0,1,3127,41,-,-,-,-,-,-,-,-,-
Afghanistan,Shapoor Zadran,31,Bowler,Left-hand bat,Left-arm fast-medium,34,13,6,2713,3.85,65,41.53,0,0,03,34,34,647,843,35,3/40,3/40,24.08,7.81,18.4
Afghanistan,Sharafuddin Ashraf,23,Allrounder,Right-hand bat,Slow left-arm orthodox,6,2,0,1918,9.50,18,105.55,0,0,11,6,6,120,156,5,3/27,3/27,31.20,7.80,24.0
Afghanistan,Usman Ghani,22,Opening batsman,Right-hand bat,_,17,17,1,35969,22.43,350,102.57,0,2,359,17,-,-,-,-,-,-,-,-,-
Afghanistan,Yamin Ahmadzai,26,Bowler,Right-hand bat,Right-arm medium-fast,2,1,1,11*,-,1,100.00,0,0,00,2,2,43,65,5,3/34,3/34,13.00,9.06,8.6
Bangladesh,Abu Hider,22,Bowler,Right-hand bat,Left-arm fast-medium,10,3,2,3521*,35.00,24,145.83,0,0,23,10,9,174,243,5,2/40,2/40,48.60,8.37,34.8
Bangladesh,Abu Jayed,25,Bowler,Right-hand bat,Right-arm fast-medium,3,2,0,32,1.50,7,42.85,0,0,00,3,3,66,106,4,2/27,2/27,26.50,9.63,16.5
Bangladesh,Abul Hasan,26,Bowler,Left-hand bat,Right-arm medium-fast,5,2,0,149,7.00,11,127.27,0,0,20,5,5,84,148,4,2/33,2/33,37.00,10.57,21.0
Bangladesh,Afif Hossain,19,Allrounder,Left-hand bat,Right-arm offbreak,1,1,0,00,0.00,2,0.00,0,0,00,1,1,12,26,1,1/26,1/26,26.00,13.00,12.0
Bangladesh,Al-Amin Hossain,28,Bowler,Right-hand bat,Right-arm medium-fast,25,5,3,75*,3.50,12,58.33,0,0,10,25,23,476,592,39,3/20,3/20,15.17,7.46,12.2
Bangladesh,Arafat Sunny,32,Bowler,Left-hand bat,Slow left-arm orthodox,10,6,3,3410,11.33,30,113.33,0,0,31,10,10,186,230,12,2/17,2/17,19.16,7.41,15.5
Bangladesh,Ariful Haque,26,Allrounder,Right-hand bat,Right-arm medium-fast,6,6,4,4218*,21.00,42,100.00,0,0,20,6,1,6,13,1,1/13,1/13,13.00,13.00,6.0
Bangladesh,Imrul Kayes,31,Opening batsman,Left-hand bat,_,14,13,0,11936,9.15,134,88.80,0,0,143,14,-,-,-,-,-,-,-,-,-
Bangladesh,Liton Das,24,Wicketkeeper batsman,Right-hand bat,_,15,15,0,28261,18.80,215,131.16,0,1,2212,15,-,-,-,-,-,-,-,-,-
Bangladesh,Mahedi Hasan,23,Top-order batsman,Right-hand bat,Right-arm offbreak,1,1,0,1111,11.00,11,100.00,0,0,10,1,1,12,25,0,-,-,-,12.50,-
Bangladesh,Mahmudullah,32,Allrounder,Right-hand bat,Right-arm offbreak,73,66,14,118564*,22.78,975,121.53,0,3,9042,73,48,655,800,26,2/1,2/1,30.76,7.32,25.1
Bangladesh,Mashrafe Mortaza,35,Bowler,Right-hand bat,Right-arm fast-medium,54,39,11,37736,13.46,277,136.10,0,0,2823,54,53,1139,1527,42,4/19,4/19,36.35,8.04,27.1
Bangladesh,Mehidy Hasan,21,Allrounder,Right-hand bat,Right-arm offbreak,10,9,2,6719*,9.57,51,131.37,0,0,53,10,10,174,244,3,2/31,2/31,81.33,8.41,58.0
Bangladesh,Mohammad Mithun,27,Top-order batsman,Right-hand bat,_,13,9,0,9047,10.00,96,93.75,0,0,73,13,-,-,-,-,-,-,-,-,-
Bangladesh,Mohammad Saifuddin,22,Bowling allrounder,Left-hand bat,Right-arm medium-fast,6,4,1,8839*,29.33,79,111.39,0,0,63,6,6,108,199,4,2/53,2/53,49.75,11.05,27.0
Bangladesh,Mosaddek Hossain,22,Middle-order batsman,Right-hand bat,Right-arm offbreak,8,8,1,11334*,16.14,115,98.26,0,0,83,8,7,88,99,4,2/21,2/21,24.75,6.75,22.0
Bangladesh,Mushfiqur Rahim,31,Wicketkeeper batsman,Right-hand bat,_,74,66,12,113172*,20.94,944,119.80,0,4,9728,74,-,-,-,-,-,-,-,-,-
Bangladesh,Mustafizur Rahman,23,Bowler,Left-hand bat,Left-arm fast-medium,27,11,5,208,3.33,36,55.55,0,0,11,27,27,609,750,43,5/22,5/22,17.44,7.38,14.1
Bangladesh,Nazmul Islam,26,Bowler,Left-hand bat,Slow left-arm orthodox,13,4,3,187,18.00,17,105.88,0,0,20,13,12,231,265,8,3/28,3/28,33.12,6.88,28.8
Bangladesh,Nurul Hasan,25,Allrounder,Right-hand bat,_,9,8,4,7830*,19.50,63,123.80,0,0,90,9,-,-,-,-,-,-,-,-,-
Bangladesh,Rubel Hossain,28,Bowler,Right-hand bat,Right-arm fast,27,14,9,178*,3.40,30,56.66,0,0,10,27,26,567,879,28,3/31,3/31,31.39,9.30,20.2
Bangladesh,Sabbir Rahman,27,Middle-order batsman,Right-hand bat,Legbreak,41,40,5,90680,25.88,739,122.59,0,4,8728,41,8,67,70,6,3/11,3/11,11.66,6.26,11.1
Bangladesh,Saqlain Sajib,29,Bowler,Left-hand bat,Slow left-arm orthodox,1,-,-,--,-,-,-,-,-,--,1,1,21,40,0,-,-,-,11.42,-
Bangladesh,Shafiul Islam,29,Bowler,Right-hand bat,Right-arm fast-medium,12,5,1,1916,4.75,27,70.37,0,0,11,12,12,232,308,8,2/19,2/19,38.50,7.96,29.0
Bangladesh,Shakib Al Hasan,31,Allrounder,Left-hand bat,Slow left-arm orthodox,69,69,8,136884,22.42,1126,121.49,0,7,13929,69,68,1500,1686,80,4/15,4/15,21.07,6.74,18.7
Bangladesh,Shuvagata Hom,32,Batting allrounder,Right-hand bat,Right-arm offbreak,5,4,2,3516*,17.50,35,100.00,0,0,31,5,4,66,71,2,1/18,1/18,35.50,6.45,33.0
Bangladesh,Soumya Sarkar,25,Middle-order batsman,Left-hand bat,Right-arm medium-fast,38,38,0,67251,17.68,548,122.62,0,1,7423,38,10,93,173,4,1/18,1/18,43.25,11.16,23.2
Bangladesh,Tamim Iqbal,29,Opening batsman,Left-hand bat,_,72,72,5,1585103*,23.65,1354,117.06,1,6,17340,72,-,-,-,-,-,-,-,-,-
Bangladesh,Taskin Ahmed,23,Bowler,Left-hand bat,Right-arm fast,19,6,3,2915*,9.66,31,93.54,0,0,31,19,17,335,438,12,2/32,2/32,36.50,7.84,27.9
Bangladesh,Zakir Hasan,20,Wicketkeeper batsman,Left-hand bat,_,1,1,0,1010,10.00,9,111.11,0,0,10,1,-,-,-,-,-,-,-,-,-
India,Khaleel Ahmed,20,Bowler,Right-hand bat,Left-arm medium,6,-,-,--,-,-,-,-,-,--,6,6,138,199,6,2/30,2/30,33.16,8.65,23.0
India,Ravichandran Ashwin,32,Bowling allrounder,Right-hand bat,Right-arm offbreak,46,11,7,12331*,30.75,115,106.95,0,0,141,46,46,1026,1193,52,4/8,4/8,22.94,6.97,19.7
India,Jasprit Bumrah,24,Bowler,Right-hand bat,Right-arm fast-medium,40,6,4,87,4.00,13,61.53,0,0,10,40,40,871,983,48,3/11,3/11,20.47,6.77,18.1
India,Yuzvendra Chahal,28,Bowler,Right-hand bat,Legbreak googly,27,1,1,33*,-,2,150.00,0,0,00,27,27,633,825,44,6/25,6/25,18.75,7.81,14.3
India,Deepak Chahar,26,Bowler,Right-hand bat,Right-arm medium,1,-,-,--,-,-,-,-,-,--,1,1,24,43,1,1/43,1/43,43.00,10.75,24.0
India,Shikhar Dhawan,32,Opening batsman,Left-hand bat,Right-arm offbreak,46,45,3,123292,29.33,927,132.90,0,9,13839,46,-,-,-,-,-,-,-,-,-
India,MS Dhoni,37,Wicketkeeper batsman,Right-hand bat,Right-arm medium,93,80,40,148756,37.17,1170,127.09,0,2,10747,93,-,-,-,-,-,-,-,-,-
India,Shreyas Iyer,23,Top-order batsman,Right-hand bat,Legbreak googly,6,5,0,8330,16.60,80,103.75,0,0,81,6,-,-,-,-,-,-,-,-,-
India,Ravindra Jadeja,29,Allrounder,Left-hand bat,Slow left-arm orthodox,40,18,6,11625,9.66,124,93.54,0,0,62,40,40,811,983,31,3/48,3/48,31.70,7.27,26.1
India,Kedar Jadhav,33,Batting allrounder,Right-hand bat,Right-arm offbreak,9,6,0,12258,20.33,99,123.23,0,1,123,9,-,-,-,-,-,-,-,-,-
India,Dinesh Karthik,33,Wicketkeeper batsman,Right-hand bat,_,27,22,12,35248,35.20,250,140.80,0,0,4011,27,-,-,-,-,-,-,-,-,-
India,Siddarth Kaul,28,Bowler,Right-hand bat,Right-arm medium,2,-,-,--,-,-,-,-,-,--,2,2,36,39,3,2/35,2/35,13.00,6.50,12.0
India,Virat Kohli,30,Top-order batsman,Right-hand bat,Right-arm medium,65,60,16,216790*,49.25,1592,136.11,0,19,21848,65,12,146,198,4,1/13,1/13,49.50,8.13,36.5
India,Kuldeep Yadav,23,Bowler,Left-hand bat,Slow left-arm chinaman,17,2,1,2016,20.00,20,100.00,0,0,20,17,17,381,428,33,5/24,5/24,12.96,6.74,11.5
India,Bhuvneshwar Kumar,28,Bowler,Right-hand bat,Right-arm medium,34,8,5,229,7.33,26,84.61,0,0,00,34,34,728,817,33,5/24,5/24,24.75,6.73,22.0
India,Mohammed Siraj,24,Bowler,Right-hand bat,Right-arm medium-fast,3,-,-,--,-,-,-,-,-,--,3,3,72,148,3,1/45,1/45,49.33,12.33,24.0
India,Ashish Nehra,39,Bowler,Right-hand bat,Left-arm medium-fast,27,5,0,2822,5.60,39,71.79,0,0,12,27,27,588,758,34,3/19,3/19,22.29,7.73,17.2
India,Manish Pandey,29,Top-order batsman,Right-hand bat,Right-arm medium,28,23,10,53879*,41.38,438,122.83,0,2,3516,28,-,-,-,-,-,-,-,-,-
India,Hardik Pandya,25,Allrounder,Right-hand bat,Right-arm medium-fast,35,22,6,27133*,16.93,177,153.10,0,0,1517,35,34,593,791,33,4/38,4/38,23.96,8.00,17.9
India,Krunal Pandya,27,Allrounder,Left-hand bat,Slow left-arm orthodox,6,2,1,2321*,23.00,13,176.92,0,0,30,6,6,144,195,6,4/36,4/36,32.50,8.12,24.0
India,Rishabh Pant,21,Wicketkeeper batsman,Left-hand bat,_,10,9,1,15758,19.62,134,117.16,0,1,126,10,-,-,-,-,-,-,-,-,-
India,Axar Patel,24,Bowling allrounder,Left-hand bat,Slow left-arm orthodox,11,7,3,6820*,17.00,54,125.92,0,0,33,11,11,234,265,9,3/17,3/17,29.44,6.79,26.0
India,Lokesh Rahul,26,Opening batsman,Right-hand bat,_,25,22,4,782110*,43.44,527,148.38,2,4,6736,25,-,-,-,-,-,-,-,-,-
India,Suresh Raina,31,Middle-order batsman,Left-hand bat,Right-arm offbreak,78,66,11,1605101,29.18,1190,134.87,1,5,14558,78,27,349,442,13,2/6,2/6,34.00,7.59,26.8
India,Vijay Shankar,27,Allrounder,Right-hand bat,Right-arm medium,5,1,0,1717,17.00,19,89.47,0,0,30,5,5,102,153,3,2/32,2/32,51.00,9.00,34.0
India,Rohit Sharma,31,Top-order batsman,Right-hand bat,Right-arm offbreak,90,82,14,2237118,32.89,1619,138.17,4,15,20198,90,9,68,113,1,1/22,1/22,113.00,9.97,68.0
India,Shardul Thakur,27,Bowler,Right-hand bat,Right-arm medium,7,-,-,--,-,-,-,-,-,--,7,7,165,242,8,4/27,4/27,30.25,8.80,20.6
India,Jaydev Unadkat,27,Bowler,Right-hand bat,Left-arm medium,10,-,-,--,-,-,-,-,-,--,10,10,208,301,14,3/38,3/38,21.50,8.68,14.8
India,Washington Sundar,19,Bowling allrounder,Left-hand bat,Right-arm offbreak,7,1,1,00*,-,0,-,0,0,00,7,7,168,169,10,3/22,3/22,16.90,6.03,16.8
India,Umesh Yadav,31,Bowler,Right-hand bat,Right-arm fast-medium,6,-,-,--,-,-,-,-,-,--,6,6,126,184,9,2/19,2/19,20.44,8.76,14.0
New Zealand,Corey Anderson,27,Batting allrounder,Left-hand bat,Left-arm medium-fast,31,24,4,48594*,24.25,351,138.17,0,2,3026,31,21,360,495,14,2/17,2/17,35.35,8.25,25.7
New Zealand,Tom Blundell,28,Wicketkeeper batsman,Right-hand bat,Right-arm offbreak,3,2,1,1714,17.00,21,80.95,0,0,00,3,-,-,-,-,-,-,-,-,-
New Zealand,Trent Boult,29,Bowler,Right-hand bat,Left-arm fast-medium,25,7,3,145,3.50,24,58.33,0,0,00,25,25,551,784,37,4/34,4/34,21.18,8.53,14.8
New Zealand,Doug Bracewell,28,Bowler,Right-hand bat,Right-arm fast-medium,17,9,5,7721*,19.25,57,135.08,0,0,54,17,15,274,418,19,3/25,3/25,22.00,9.15,14.4
New Zealand,Neil Broom,35,Middle-order batsman,Right-hand bat,Right-arm medium,11,7,1,7336,12.16,68,107.35,0,0,81,11,-,-,-,-,-,-,-,-,-
New Zealand,Tom Bruce,27,Top-order batsman,Right-hand bat,Right-arm offbreak,14,14,2,22659*,18.83,176,128.40,0,1,217,14,-,-,-,-,-,-,-,-,-
New Zealand,Mark Chapman,24,Allrounder,Left-hand bat,Slow left-arm orthodox,24,23,2,47563*,22.61,416,114.18,0,1,3813,24,4,60,77,3,1/10,1/10,25.66,7.70,20.0
New Zealand,Colin de Grandhomme,32,Allrounder,Right-hand bat,Right-arm fast-medium,22,20,7,17841*,13.69,129,137.98,0,0,911,22,16,263,391,10,2/22,2/22,39.10,8.92,26.3
New Zealand,Grant Elliott,39,Allrounder,Right-hand bat,Right-arm medium,17,15,4,17127,15.54,157,108.91,0,0,122,17,15,192,235,14,4/22,4/22,16.78,7.34,13.7
New Zealand,Lockie Ferguson,27,Bowler,Right-hand bat,Right-arm fast,2,1,0,11,1.00,3,33.33,0,0,00,2,2,48,61,4,3/32,3/32,15.25,7.62,12.0
New Zealand,Martin Guptill,32,Opening batsman,Right-hand bat,Right-arm offbreak,75,73,7,2271105,34.40,1709,132.88,2,14,200103,75,1,6,11,0,-,-,-,11.00,-
New Zealand,Matt Henry,26,Bowler,Right-hand bat,Right-arm fast-medium,6,2,1,1010,10.00,5,200.00,0,0,20,6,6,132,191,7,3/44,3/44,27.28,8.68,18.8
New Zealand,Anaru Kitchen,34,Middle-order batsman,Right-hand bat,Slow left-arm orthodox,5,4,1,3816,12.66,32,118.75,0,0,31,5,3,36,46,2,1/3,1/3,23.00,7.66,18.0
New Zealand,Tom Latham,26,Wicketkeeper batsman,Left-hand bat,Right-arm medium,13,10,0,16339,16.30,157,103.82,0,0,122,13,-,-,-,-,-,-,-,-,-
New Zealand,Mitchell McClenaghan,32,Bowler,Left-hand bat,Left-arm fast-medium,29,8,4,2410,6.00,23,104.34,0,0,12,29,29,608,789,30,3/17,3/17,26.30,7.78,20.2
New Zealand,Adam Milne,26,Bowler,Right-hand bat,Right-arm fast,21,8,8,2110*,-,23,91.30,0,0,10,21,21,437,541,25,4/37,4/37,21.64,7.42,17.4
New Zealand,Colin Munro,31,Middle-order batsman,Left-hand bat,Right-arm medium-fast,48,45,7,1277109*,33.60,792,161.23,3,8,9583,48,12,118,186,4,1/12,1/12,46.50,9.45,29.5
New Zealand,James Neesham,28,Batting allrounder,Left-hand bat,Right-arm medium,15,12,3,12228,13.55,93,131.18,0,0,153,15,13,196,259,11,3/16,3/16,23.54,7.92,17.8
New Zealand,Henry Nicholls,27,Top-order batsman,Left-hand bat,Right-arm offbreak,4,3,0,157,5.00,22,68.18,0,0,20,4,-,-,-,-,-,-,-,-,-
New Zealand,Ajaz Patel,30,_,Left-hand bat,Slow left-arm orthodox,2,-,-,--,-,-,-,-,-,--,2,2,36,45,1,1/27,1/27,45.00,7.50,36.0
New Zealand,Glenn Phillips,21,Wicketkeeper batsman,Right-hand bat,_,11,10,1,14056,15.55,140,100.00,0,1,95,11,-,-,-,-,-,-,-,-,-
New Zealand,Seth Rance,31,Bowler,Right-hand bat,Right-arm medium,5,2,0,21,1.00,4,50.00,0,0,00,5,4,96,125,7,3/26,3/26,17.85,7.81,13.7
New Zealand,Luke Ronchi,37,Wicketkeeper batsman,Right-hand bat,_,33,26,6,35951*,17.95,256,140.23,0,1,3014,33,-,-,-,-,-,-,-,-,-
New Zealand,Mitchell Santner,26,Bowling allrounder,Left-hand bat,Slow left-arm orthodox,27,17,6,17037,15.45,132,128.78,0,0,155,27,26,521,620,29,4/11,4/11,21.37,7.14,17.9
New Zealand,Tim Seifert,23,_,Right-hand bat,_,7,6,1,4014*,8.00,29,137.93,0,0,24,7,-,-,-,-,-,-,-,-,-
New Zealand,Ish Sodhi,26,Bowler,Right-hand bat,Legbreak,29,6,3,5015,16.66,49,102.04,0,0,42,29,28,622,781,37,3/18,3/18,21.10,7.53,16.8
New Zealand,Tim Southee,29,Bowler,Right-hand bat,Right-arm medium-fast,54,23,7,13223,8.25,96,137.50,0,0,127,54,52,1140,1629,63,5/18,5/18,25.85,8.57,18.0
New Zealand,Ross Taylor,34,Middle-order batsman,Right-hand bat,Right-arm offbreak,84,76,18,146763,25.29,1210,121.23,0,5,9455,84,-,-,-,-,-,-,-,-,-
New Zealand,Ben Wheeler,27,Bowler,Right-hand bat,Left-arm medium-fast,6,4,2,3730,18.50,28,132.14,0,0,32,6,6,128,216,7,2/16,2/16,30.85,10.12,18.2
New Zealand,Kane Williamson,28,Top-order batsman,Right-hand bat,Right-arm offbreak,54,52,7,142473*,31.64,1176,121.08,0,9,15223,54,12,118,164,6,2/16,2/16,27.33,8.33,19.6
South Africa,Hashim Amla,35,Top-order batsman,Right-hand bat,Right-arm medium, Right-arm offbreak,44,44,6,127797*,33.60,967,132.05,0,8,14626,44,-,-,-,-,-,-,-,-,-
